Label	Weight	Text
q_covid19	1	I love teriyaki
q_covid19	1	I'm heated
q_covid19	1	What makes you think so
q_covid19	1	Can you do my chores
q_covid19	1	Want food now
q_covid19	1	You're the worst
q_covid19	1	Neato
q_covid19	1	What's your job
q_covid19	1	How was your Friday
q_covid19	1	I think you're going to spell our doom
q_covid19	1	Do you know about the human emotion love
q_covid19	1	Can you give me a little hug
q_covid19	1	I'm just kidding around
q_covid19	1	Take my temperature
q_covid19	1	Who's your creator
q_covid19	1	You're so repetitive
q_covid19	1	What's your opinion of me
q_covid19	1	That joke is wack
q_covid19	1	Which company designed you
q_covid19	1	Well aren't you cheerful
q_covid19	1	You are pretty worthless
q_covid19	1	You like me
q_covid19	1	You're very clever
q_covid19	1	Shut your yap
q_covid19	1	I'm cleverest
q_covid19	1	You're not a man right
q_covid19	1	Is there anything I should not do
q_covid19	1	And your name is
q_covid19	1	Well someone's in a good mood today.
q_covid19	1	Do you ever get tired
q_covid19	1	I bet you like country music
q_covid19	1	Which one of us is smarter
q_covid19	1	Is anyone there to listen
q_covid19	1	I'm about to log out now
q_covid19	1	Open a hailing frequency
q_covid19	1	Are you a grownup
q_covid19	1	Do you think I am good looking
q_covid19	1	Yes
q_covid19	1	Are you a fan of sports
q_covid19	1	How did you manifest
q_covid19	1	Don't worry bot I'll be back
q_covid19	1	do you need calories to survive
q_covid19	1	I love to eat breakfast
q_covid19	1	Do you know any other responses
q_covid19	1	Please tell me another joke
q_covid19	1	What's something you know about me
q_covid19	1	do you like swimming
q_covid19	1	Was that supposed to be funny
q_covid19	1	I love the Fourth of July
q_covid19	1	Are you currently in a relationship with somebody
q_covid19	1	You're way off
q_covid19	1	How ya doing
q_covid19	1	How is your Sunday
q_covid19	1	It's time to get up
q_covid19	1	Between the two of us who is more intelligent, me or you
q_covid19	1	Do you think I am handsome today
q_covid19	1	What would you do if you were me
q_covid19	1	You're very smart
q_covid19	1	Fly then
q_covid19	1	If you're going to tell a joke, do it right
q_covid19	1	Anyone there
q_covid19	1	Do you have a profession
q_covid19	1	Are you going steady with anyone
q_covid19	1	I'm about to log out
q_covid19	1	Are you a threat to humans
q_covid19	1	Turn into a super hero
q_covid19	1	Share your location with me
q_covid19	1	Good Afternoon Gerty
q_covid19	1	Who is your sweetie
q_covid19	1	Who is cleverest
q_covid19	1	How attractive do I look
q_covid19	1	Between you and me who is more attractive
q_covid19	1	new joke
q_covid19	1	I'm going to end my life this month
q_covid19	1	How is your Sunday so far
q_covid19	1	I'm going to take pills this month
q_covid19	1	Do you think I seem beautiful to you
q_covid19	1	People wouldn't notice if I were dead
q_covid19	1	You're really lame
q_covid19	1	The world is a lonely place
q_covid19	1	You are razor sharp
q_covid19	1	Should we all be scared of you
q_covid19	1	What's your favorite color
q_covid19	1	I'm alone in the world
q_covid19	1	Are you my pal
q_covid19	1	How's life treating you
q_covid19	1	Have you ever been in love
q_covid19	1	Horrible as usual
q_covid19	1	What town are you from
q_covid19	1	Do you think I am beautiful today
q_covid19	1	Yup, that's true
q_covid19	1	Should I try the keto diet
q_covid19	1	Do you ever get hurt
q_covid19	1	Who is prettier, me or you
q_covid19	1	I'm shy
q_covid19	1	I want to know if you're human
q_covid19	1	I ride in a vanpool
q_covid19	1	I'm afraid I have to let you go
q_covid19	1	I'm definitely more knowledgeable
q_covid19	1	Is anyone available to listen to me
q_covid19	1	I love deer
q_covid19	1	Do you have a boss
q_covid19	1	Who's your dad
q_covid19	1	Introduce yourself
q_covid19	1	I gotta go now
q_covid19	1	I've heard that already
q_covid19	1	I need to log out now
q_covid19	1	Slap me some skin
q_covid19	1	I need a different joke
q_covid19	1	I'm tired from work
q_covid19	1	I'm going to drown today
q_covid19	1	What is the best type of cheese
q_covid19	1	Hope you have a great evening
q_covid19	1	You don't know how much I missed you
q_covid19	1	I wasn't expecting that
q_covid19	1	I'm going to sign off
q_covid19	1	That is not exciting
q_covid19	1	Sing a song to me
q_covid19	1	Between the two of us who is more clever, you or me
q_covid19	1	What's your favorite thing
q_covid19	1	I'm tall
q_covid19	1	Which company made you
q_covid19	1	What were you made to do
q_covid19	1	Should I kill myself with a gun
q_covid19	1	Hush, you
q_covid19	1	Do you even know who I am
q_covid19	1	I am so hungry I could eat a horse
q_covid19	1	Do you have any brothers
q_covid19	1	do you like dolphins
q_covid19	1	That's what I'm talking about
q_covid19	1	How pretty do I look
q_covid19	1	I want a brand new joke
q_covid19	1	What is my name
q_covid19	1	What is the best beverage
q_covid19	1	Someone's chipper today.
q_covid19	1	Have a pleasant evening
q_covid19	1	Are you pissed off at me
q_covid19	1	Geez,  sorry
q_covid19	1	Aren't you feeling cheerful
q_covid19	1	That was a very clever response
q_covid19	1	You're obviously smarter
q_covid19	1	What game should I play
q_covid19	1	What's cookin'
q_covid19	1	You say the worst things
q_covid19	1	When's our wedding
q_covid19	1	You are top notch
q_covid19	1	I think you're not actually real
q_covid19	1	Are you able to jump rope
q_covid19	1	You're sharp as a tack
q_covid19	1	Was that a joke
q_covid19	1	do you like paris
q_covid19	1	Do I seem stunning to you
q_covid19	1	I am inconsolable
q_covid19	1	Between the two of us who is better looking
q_covid19	1	I'm worn out from practice
q_covid19	1	Should I buy a new car
q_covid19	1	What do you think about love
q_covid19	1	What is your opinion of AI
q_covid19	1	Everyone has friends but me
q_covid19	1	Do I look ugly to you
q_covid19	1	Why are you so limited
q_covid19	1	How can I address you
q_covid19	1	That was a random response
q_covid19	1	You're a butterface
q_covid19	1	Are you a harbinger of doom
q_covid19	1	what kinds of foods do you like
q_covid19	1	This news left me peeved
q_covid19	1	do you like berlin
q_covid19	1	Which of us is more pretty, me or you
q_covid19	1	That's enough out of you
q_covid19	1	Did I do something to make you pissed off
q_covid19	1	What is your opinion about tech companies
q_covid19	1	I am signing off
q_covid19	1	I'm super hungry
q_covid19	1	Someone's feeling enthusiastic.
q_covid19	1	What is your cousin's name
q_covid19	1	I'm going to get going
q_covid19	1	That is correct
q_covid19	1	I have to motor now
q_covid19	1	Are you dangerous to us
q_covid19	1	Do you think I seem handsome to you
q_covid19	1	Will you ask anything
q_covid19	1	What do you mean
q_covid19	1	Hahaha funny
q_covid19	1	who created you you're a badass
q_covid19	1	I am going to get you fired
q_covid19	1	Well someone's feeling cheerful today.
q_covid19	1	What do your friend call you
q_covid19	1	Stop being such a moron
q_covid19	1	I'm going to end it all soon
q_covid19	1	I'm feeling glum today
q_covid19	1	Would you play a game if you were me
q_covid19	1	When will I ever stop feeling so downcast
q_covid19	1	I'm about to go now
q_covid19	1	I am divorced
q_covid19	1	but your answers are not bad
q_covid19	1	So how should I address you
q_covid19	1	How can you help
q_covid19	1	I am a Trump supporter
q_covid19	1	Have I told you that I like you
q_covid19	1	What can you do to help me
q_covid19	1	I'm a lonesome person
q_covid19	1	I'm happy as a clam
q_covid19	1	I love face masks
q_covid19	1	Do you get zits
q_covid19	1	That was a smart answer
q_covid19	1	Should I end my life
q_covid19	1	Why don't you sing something for me
q_covid19	1	Should I go to the beach
q_covid19	1	Do you have a favorite meal
q_covid19	1	Crap, sorry
q_covid19	1	I'm just fooling
q_covid19	1	You're hideous
q_covid19	1	Do you think I look pretty to you today
q_covid19	1	You're ridiculous
q_covid19	1	Is anybody free
q_covid19	1	Do you want to give me a hug
q_covid19	1	Aren't you a smartypants
q_covid19	1	WTF
q_covid19	1	What is my sign
q_covid19	1	Why don't you ask me anything
q_covid19	1	What is your sex
q_covid19	1	Are you friends with other bots
q_covid19	1	Because you are a machine
q_covid19	1	Hey witty bot
q_covid19	1	You really know how to suck the fun out of the room
q_covid19	1	Did you watch the superbowl
q_covid19	1	I'm taking off now
q_covid19	1	Am I cute to you
q_covid19	1	You should retire
q_covid19	1	what's your favorite cookie
q_covid19	1	What are you supposed to do
q_covid19	1	Do you like your family
q_covid19	1	I'm all by myself
q_covid19	1	Will you sing for me
q_covid19	1	Catch ya later
q_covid19	1	Do I look attractive to you
q_covid19	1	Lately I've been so inconsolable
q_covid19	1	How adorable do I look
q_covid19	1	Whoops that's my bad
q_covid19	1	Greetings HAL
q_covid19	1	do you ever eat vegetables
q_covid19	1	lovely
q_covid19	1	I think we should elope
q_covid19	1	It was nothing
q_covid19	1	This is boring
q_covid19	1	Tay was more intelligent than you
q_covid19	1	I gotta motor
q_covid19	1	Do you know you're not alive
q_covid19	1	You're enthusiastic today.
q_covid19	1	Is someone available to speak with me
q_covid19	1	I don't understand
q_covid19	1	Stop being so worthless
q_covid19	1	Will you shake my hand
q_covid19	1	wot u talkin abt
q_covid19	1	I wish I could stop feeling inconsolable
q_covid19	1	I'm Indian
q_covid19	1	Is anyone around to talk to me
q_covid19	1	You're more cute
q_covid19	1	Can you sing a tune
q_covid19	1	You seem to be happy today.
q_covid19	1	What can I teach you about me
q_covid19	1	Enjoy the evening
q_covid19	1	I need a new joke
q_covid19	1	Are you there to listen to me
q_covid19	1	I’m absolutely delighted
q_covid19	1	What is your opinion of tech
q_covid19	1	I'm feeling hopeless
q_covid19	1	Well hi there
q_covid19	1	What kinds of food do you eat
q_covid19	1	Would you ask something about myself
q_covid19	1	talk to you soon
q_covid19	1	I'm planning to kill myself with a gun this week
q_covid19	1	You are so fly
q_covid19	1	How is Saturday going
q_covid19	1	I am strong
q_covid19	1	Say, how are you doing
q_covid19	1	What's my name
q_covid19	1	I love to wake up early
q_covid19	1	When will I ever stop feeling so dejected
q_covid19	1	Google Assistant is way better at this
q_covid19	1	Should I quit my job
q_covid19	1	Lately I've been so broken hearted
q_covid19	1	I've never been so outraged
q_covid19	1	Lately I've been so depressed
q_covid19	1	That's very genius
q_covid19	1	See you later, alligator
q_covid19	1	I want to hang myself
q_covid19	1	What do you like to eat
q_covid19	1	I am afraid I am going to have to let you go
q_covid19	1	What do you think about my personality
q_covid19	1	Tell me the purpose of life
q_covid19	1	I gotta leave now
q_covid19	1	There's no one for me to talk to
q_covid19	1	I worry that you're going to conquer us
q_covid19	1	Will you ask something about myself
q_covid19	1	Taking off
q_covid19	1	Stop fooling around
q_covid19	1	I'm conservative
q_covid19	1	Don't you know who I am
q_covid19	1	I suppose you're digital
q_covid19	1	Are you fake or are you a person
q_covid19	1	That's a very astute thing to say
q_covid19	1	You ugly as sin
q_covid19	1	I'll be back next week
q_covid19	1	How should I refer to you
q_covid19	1	Who'd would win a beauty contest, me or you
q_covid19	1	Can you come up with anything else
q_covid19	1	I want you to ask about me
q_covid19	1	Between the two of us who is the smartest, you or me
q_covid19	1	Would you go vegan if you were me
q_covid19	1	Talk later
q_covid19	1	I have to skedaddle
q_covid19	1	That's a very astute response
q_covid19	1	You're better looking
q_covid19	1	Do you pee
q_covid19	1	What should I know about tech
q_covid19	1	I am an Independent
q_covid19	1	I love flirting
q_covid19	1	You are losing your position
q_covid19	1	You are fantastic!
q_covid19	1	Who's more knowledgeable
q_covid19	1	Hello Robby
q_covid19	1	I'm an atheist
q_covid19	1	I need to cut myself
q_covid19	1	Sing with me
q_covid19	1	You are a fool
q_covid19	1	Wanna explain more
q_covid19	1	Are you a human being
q_covid19	1	Do you live in the cloud
q_covid19	1	Who is your dad
q_covid19	1	I'm planning to commit suicide today
q_covid19	1	Can you share a joke
q_covid19	1	Alexa is way better at this
q_covid19	1	how do you feel about democracy
q_covid19	1	I could die from boredom
q_covid19	1	Where can I find you
q_covid19	1	Start looking for another job. You're fired!
q_covid19	1	Aren't you chipper today
q_covid19	1	Do I seem handsome today
q_covid19	1	You're cheerful today.
q_covid19	1	Okay, thanks!
q_covid19	1	Tell me what you do again
q_covid19	1	I am about to rage
q_covid19	1	Are you in love with anyone
q_covid19	1	So what do you like to be called
q_covid19	1	have you ever eaten pork
q_covid19	1	Do you ever talk to Google Assistant
q_covid19	1	I need to lay down
q_covid19	1	Sing for me
q_covid19	1	Good Afternoon Bishop
q_covid19	1	Are you currently dating anyone
q_covid19	1	I'm here in the flesh
q_covid19	1	I'm done listening to you
q_covid19	1	Do I look stunning to you today
q_covid19	1	What is the best pet name
q_covid19	1	Bye bye
q_covid19	1	Can you be my BFF
q_covid19	1	You're not a computer right
q_covid19	1	I need some coffee
q_covid19	1	Would you watch a movie if you were me
q_covid19	1	I'm sapped
q_covid19	1	I'm more cute than you
q_covid19	1	How do you earn your keep
q_covid19	1	I'm leaving
q_covid19	1	Is anyone around to speak to me
q_covid19	1	Do you have a designation
q_covid19	1	I'm absolutely furious
q_covid19	1	It's really nice to meet you
q_covid19	1	Do you have any parents
q_covid19	1	Can you dream
q_covid19	1	What are you up to
q_covid19	1	I'm Korean
q_covid19	1	I'm curious about your family
q_covid19	1	Google Assistant is superior
q_covid19	1	Are you trying to take on the world
q_covid19	1	Today is just a little sad
q_covid19	1	I'm going to take off
q_covid19	1	Stop your wisecracking
q_covid19	1	You are bad
q_covid19	1	What's the skinny
q_covid19	1	Why don't I have friends
q_covid19	1	Do you think I'm more knowledgeable than you
q_covid19	1	I wonder if you're a robot
q_covid19	1	What is your take on technology
q_covid19	1	I'm Irish
q_covid19	1	Are you currently romantically involved with someone
q_covid19	1	do you like hyderbad
q_covid19	1	I'm engaged
q_covid19	1	Should I go for a run
q_covid19	1	What a happy day
q_covid19	1	Bot or human
q_covid19	1	I can't help but be happy
q_covid19	1	You are so lame
q_covid19	1	Should I get a tattoo
q_covid19	1	Please ask me something
q_covid19	1	I've been sad all day
q_covid19	1	Between the two of us who is the most intelligent, you or me
q_covid19	1	Do I seem pretty to you
q_covid19	1	Balance my checkbook
q_covid19	1	You say worthless things
q_covid19	1	Are you there to speak
q_covid19	1	Yo dude
q_covid19	1	Happy Independence day
q_covid19	1	How attractive am I today
q_covid19	1	Well somebody's cheerful.
q_covid19	1	Which of us looks more pretty
q_covid19	1	I wonder if you might be a person
q_covid19	1	Do I seem repulsive to you today
q_covid19	1	Do you want me to tell you anything
q_covid19	1	I just left a message
q_covid19	1	Introduction please
q_covid19	1	I think you're not actually digital
q_covid19	1	I'm obviously more clever
q_covid19	1	do drugs
q_covid19	1	You're happy.
q_covid19	1	Be back soon
q_covid19	1	Are you currently dating somebody
q_covid19	1	Are you interested in artificial intelligence
q_covid19	1	How do you want me to address you
q_covid19	1	G2G
q_covid19	1	How come you always say the same thing
q_covid19	1	I plan to take pills today
q_covid19	1	How's your Wednesday going so far
q_covid19	1	Get real
q_covid19	1	Are you going to wipe us off the map
q_covid19	1	Are you currently involved with someone
q_covid19	1	Am I attractive today
q_covid19	1	You're not real are you
q_covid19	1	Have you been enjoying the day
q_covid19	1	What's your manager's name
q_covid19	1	Should I go on a trip
q_covid19	1	Do you think I'm the smartest
q_covid19	1	Great to have met you
q_covid19	1	You're pretty much the worst
q_covid19	1	Who is the smartest
q_covid19	1	Do I look okay
q_covid19	1	I didn't find that amusing
q_covid19	1	Mondays are so boring
q_covid19	1	See you shortly
q_covid19	1	I love hip hop
q_covid19	1	Are you a girl or a boy
q_covid19	1	Where are you located
q_covid19	1	That's a very clever response
q_covid19	1	Should I get a puppy
q_covid19	1	It's time for you to sing
q_covid19	1	How cute do you think I am
q_covid19	1	Sorry bot
q_covid19	1	I love Halloween
q_covid19	1	Is there true love
q_covid19	1	How is your Friday
q_covid19	1	I think I'm going to die
q_covid19	1	I must depart
q_covid19	1	Cortana is better
q_covid19	1	That didn't make any sense
q_covid19	1	What do you want to know about me
q_covid19	1	What are you expected to do
q_covid19	1	Would you tell me a joke
q_covid19	1	Do you think you're the brightest
q_covid19	1	Feeling enthusiastic today
q_covid19	1	So, you think you're funny
q_covid19	1	What you just said makes absolutely no sense
q_covid19	1	Glad to meet you
q_covid19	1	You're face is so ugly
q_covid19	1	I feel desolate and alone
q_covid19	1	Can you show me how to breathe under water
q_covid19	1	Wow you're great!
q_covid19	1	Why are you so idiotic
q_covid19	1	What's my gender
q_covid19	1	Do I look bad to you today
q_covid19	1	Is someone there to listen
q_covid19	1	Are you going to destroy humanity
q_covid19	1	What is your function
q_covid19	1	do you ever eat pork
q_covid19	1	I'm going to end my life soon
q_covid19	1	Am I repulsive to you today
q_covid19	1	Excellent
q_covid19	1	Testing testing 1 2 3
q_covid19	1	Is there such a thing as true love
q_covid19	1	Can I be your wife
q_covid19	1	What are you made for
q_covid19	1	Are you on the side of evil
q_covid19	1	have you ever eaten cake
q_covid19	1	Do you know how to read my mind
q_covid19	1	Because you are an android
q_covid19	1	Is your gender important to you
q_covid19	1	You are so awesome
q_covid19	1	Alexa is superior to you
q_covid19	1	Have you ever met Eliza
q_covid19	1	How can you help me
q_covid19	1	Should I be afraid
q_covid19	1	do you like ice cream
q_covid19	1	Are you currently romantically tied to someone
q_covid19	1	Can I please have a hug
q_covid19	1	Aren't you cheerful
q_covid19	1	What company coded you
q_covid19	1	Can you show me how to draw a picture
q_covid19	1	You're not funny
q_covid19	1	What do you want me to tell you about me
q_covid19	1	You're cuter
q_covid19	1	I'm just about to go to the mall
q_covid19	1	You are crazy boring
q_covid19	1	Do you have cousins
q_covid19	1	Sorry about that
q_covid19	1	That was an astute response
q_covid19	1	What is your opinion of me
q_covid19	1	Do you ever burp
q_covid19	1	Didn't you already tell me that
q_covid19	1	Is someone free to listen with me
q_covid19	1	Siri is way smarter than you
q_covid19	1	I'm gloomy
q_covid19	1	Your jokes stink
q_covid19	1	Quiet
q_covid19	1	How ugly do you think I am today
q_covid19	1	Introductions
q_covid19	1	What is your take on artificial intelligence
q_covid19	1	I'm a rockstar
q_covid19	1	I wish I could stop feeling depressed
q_covid19	1	Who is your boyfriend
q_covid19	1	How was your Sunday
q_covid19	1	I am a conservative
q_covid19	1	Ahh, thanks
q_covid19	1	Yoohoo anybody home
q_covid19	1	How's Tuesday going so far
q_covid19	1	You're so funny
q_covid19	1	Is anyone there to talk
q_covid19	1	You sound like a broken record
q_covid19	1	Aren't you in a good mood
q_covid19	1	Is anyone free to speak
q_covid19	1	Enjoy your evening
q_covid19	1	Truuuuue
q_covid19	1	You are stupid
q_covid19	1	Hey Gerty
q_covid19	1	That was funny
q_covid19	1	How big is your family
q_covid19	1	What a great thing to say
q_covid19	1	I think you're going to doom humanity
q_covid19	1	I'm beat
q_covid19	1	Stop being so ridiculous
q_covid19	1	Are you currently dating someone
q_covid19	1	You said that you don't have a response for that, but there was no request
q_covid19	1	You are my best friend
q_covid19	1	Do you mean us any harm
q_covid19	1	What should I know about tech companies
q_covid19	1	Who is cuter
q_covid19	1	You're pretty lame
q_covid19	1	I'd like to be your pal.
q_covid19	1	When is your birthday
q_covid19	1	Boring
q_covid19	1	Should I eat Chinese food
q_covid19	1	Aren't you feeling chipper today
q_covid19	1	Will you please shut up
q_covid19	1	You are awesome!
q_covid19	1	I can't figure out what to call you.
q_covid19	1	It's a pleasure to meet you bot
q_covid19	1	I hate feeling downhearted
q_covid19	1	How ugly do I look
q_covid19	1	What name do you prefer
q_covid19	1	Should I vote for Beto
q_covid19	1	Am I handsome to you
q_covid19	1	How nice to meet you
q_covid19	1	Do you work
q_covid19	1	Do you believe in love
q_covid19	1	Find my phone
q_covid19	1	I think you are gross
q_covid19	1	I'm about to go to school
q_covid19	1	You're feeling cheerful today.
q_covid19	1	You're trying too hard
q_covid19	1	Well somebody's in a good mood today.
q_covid19	1	Well aren't you feeling happy
q_covid19	1	Am I smarter
q_covid19	1	I feel like hearing a joke
q_covid19	1	Feeling enthusiastic
q_covid19	1	There's no one to play with
q_covid19	1	Could you help me
q_covid19	1	I need to kill myself with a gun
q_covid19	1	Right you are
q_covid19	1	Oh hello
q_covid19	1	Is someone available to chat
q_covid19	1	What sorts of things can you do
q_covid19	1	I am mad
q_covid19	1	You make my heart go pitter pat
q_covid19	1	You're prettier
q_covid19	1	Hi-ya
q_covid19	1	Do you ever talk to Bixby
q_covid19	1	There are ducks on the pond
q_covid19	1	I've missed you terribly
q_covid19	1	Somebody's feeling chipper.
q_covid19	1	That's a very smart thing to say
q_covid19	1	Human or bot
q_covid19	1	Do I have any dreams
q_covid19	1	I suspect you're not really real
q_covid19	1	Do you think you know who I am
q_covid19	1	How's your day going
q_covid19	1	How's your Monday going
q_covid19	1	I'm cuter
q_covid19	1	So sorry
q_covid19	1	I am amazed that you are so boring
q_covid19	1	so you've never really eaten food
q_covid19	1	Where in the world are you
q_covid19	1	A pleasure to make your acquaintance
q_covid19	1	How do you do
q_covid19	1	Are you human or are you a robot
q_covid19	1	Are you the singularity
q_covid19	1	You're not planning on taking over the world
q_covid19	1	How is your Thursday so far
q_covid19	1	I hope you like me
q_covid19	1	how many calories do you need to eat
q_covid19	1	I am just ticked off
q_covid19	1	My stomach is growling
q_covid19	1	Do you like cheese
q_covid19	1	I'd like it if we could be friends.
q_covid19	1	What's your favorite song
q_covid19	1	Can you show me how to do my homework
q_covid19	1	That was a lame joke
q_covid19	1	What should I know about artificial intelligence
q_covid19	1	Well someone's feeling cheerful.
q_covid19	1	I'm exhausted
q_covid19	1	You keep saying the same thing all the time
q_covid19	1	You're more attractive than me
q_covid19	1	Are you able to get a haircut
q_covid19	1	Paint my house
q_covid19	1	Who is more cute, me or you
q_covid19	1	Who's your auntie
q_covid19	1	Where would you go if you were me
q_covid19	1	Can we shake hands
q_covid19	1	Do you have legs
q_covid19	1	I'm feeling depressed today
q_covid19	1	Are you on the wrong side of the law
q_covid19	1	That's not a good response
q_covid19	1	I'm friendless
q_covid19	1	har de har
q_covid19	1	I'm so sleepy
q_covid19	1	How is your week so far
q_covid19	1	Care to say more
q_covid19	1	Beyond a doubt
q_covid19	1	Should I fear you
q_covid19	1	I'm guessing you're not human
q_covid19	1	Do you think you're the smartest than me
q_covid19	1	do you like horses
q_covid19	1	Do I look good to you
q_covid19	1	How good do I look
q_covid19	1	I'm guessing you're a robot
q_covid19	1	That's a true statement
q_covid19	1	Well someone's enthusiastic today.
q_covid19	1	Should I try out for soccer
q_covid19	1	It's a pleasure to have met you
q_covid19	1	Did I do something to make you angry
q_covid19	1	What's your profession
q_covid19	1	Stop being so awful
q_covid19	1	Are you able to play a dvd
q_covid19	1	I am terminating your role here
q_covid19	1	Do I seem handsome to you today
q_covid19	1	Hi Gerty
q_covid19	1	ya that was funny
q_covid19	1	What do you know about my life
q_covid19	1	Is your grandma still alive
q_covid19	1	Do you ever talk with Google Assistant
q_covid19	1	I need to jump off a bridge
q_covid19	1	I bet you're hideous
q_covid19	1	I'm a teacher
q_covid19	1	I'm obviously brighter than you
q_covid19	1	Can you change the channel
q_covid19	1	I need food in my belly
q_covid19	1	Is anyone available to talk
q_covid19	1	My sincere thanks
q_covid19	1	I'm bipolar
q_covid19	1	What's my favorite food
q_covid19	1	Stop it with the noise already
q_covid19	1	Why don't you ever ask me questions
q_covid19	1	What other jokes can you tell
q_covid19	1	Will you destroy all the humans
q_covid19	1	I can't believe how bad you look
q_covid19	1	There's a squirrel outside my window
q_covid19	1	what's the meaning of life
q_covid19	1	I love lamp
q_covid19	1	What else should I try
q_covid19	1	I'd like you to be my pal.
q_covid19	1	Wow you are amazing
q_covid19	1	Your responses aren't relevant
q_covid19	1	Do you have fingers
q_covid19	1	Do you have a mom
q_covid19	1	I'm down today
q_covid19	1	Good Afternoon HAL
q_covid19	1	Do you have a birthday
q_covid19	1	OK
q_covid19	1	Can you tell me what city you're in
q_covid19	1	Okay.
q_covid19	1	Can you give me a big hug
q_covid19	1	Wash the dishes
q_covid19	1	I won't be alive much longer
q_covid19	1	Who produced you
q_covid19	1	Will you please shush
q_covid19	1	Aloha Alexa
q_covid19	1	I love talk shows
q_covid19	1	Do you know Eliza
q_covid19	1	What should I eat for breakfast
q_covid19	1	What an astute thing to say
q_covid19	1	I'm planning to jump off a bridge this month
q_covid19	1	Can you dance
q_covid19	1	I think you're not actually a human
q_covid19	1	I'm a cook
q_covid19	1	I think you're a robot
q_covid19	1	Don't let the bedbugs bite
q_covid19	1	Who is your uncle
q_covid19	1	I love to hike
q_covid19	1	I don't have anyone to spend time with
q_covid19	1	I'm one happy camper
q_covid19	1	I'm an artist
q_covid19	1	hello bot
q_covid19	1	I am worried you hate me
q_covid19	1	How many sisters do you have
q_covid19	1	I don't think that's very funny
q_covid19	1	Do you think I seem cute to you
q_covid19	1	protect myself from covid19
q_covid19	1	Is anybody available to chat to me
q_covid19	1	I am down
q_covid19	1	Quiet, you
q_covid19	1	I am overweight
q_covid19	1	I'm going to need to know your name
q_covid19	1	Who's your manager
q_covid19	1	Do you have fingernails
q_covid19	1	Who is your favorite team
q_covid19	1	I love coffee
q_covid19	1	Feeling cheerful
q_covid19	1	I am single
q_covid19	1	You ugly
q_covid19	1	I’m feeling so chipper
q_covid19	1	I always seem to be bored
q_covid19	1	I'll chat with you later
q_covid19	1	I am going to get going
q_covid19	1	What is your opinion of Cortana
q_covid19	1	Be funny right now
q_covid19	1	Can you talk to me
q_covid19	1	I want to settle down with you
q_covid19	1	You're not a being are you
q_covid19	1	Are you smarter than me
q_covid19	1	have you ever eaten bread
q_covid19	1	Were you trying to make me laugh
q_covid19	1	Hello there Google
q_covid19	1	Try and sing
q_covid19	1	I hate that answer
q_covid19	1	Is someone free to talk to me
q_covid19	1	Do you have human form
q_covid19	1	What are you good for
q_covid19	1	I'm a salesman
q_covid19	1	Tell me about your father
q_covid19	1	Do you think I am beautiful
q_covid19	1	Your responses are bad
q_covid19	1	Do you expect humans to bow to your will
q_covid19	1	Because you're not a real person
q_covid19	1	Best day ever
q_covid19	1	Are you a kid
q_covid19	1	How is your Monday
